Gender,Department,City,Age,Salary,Experience_Years
Female,Engineering,New York,63,68442,38
Male,Engineering,Houston,33,28548,14
None,Sales,Houston,,62808,
Female,,None,23,,0
Male,HR,New York,59,72671,35
None,Sales,Chicago,34,58629,8
Female,HR,Los Angeles,48,44394,29
,Sales,Houston,59,64158,38
Female,Engineering,Los Angeles,27,66306,1
Female,Engineering,New York,63,58683,40
,Finance,,37,57109,11
Male,Finance,New York,26,53356,0
Other,HR,Phoenix,32,71250,8
Male,Engineering,,56,49626,32
Male,Finance,,19,51800,0
Other,None,None,21,62934,2
None,Sales,Phoenix,41,45224,
Other,Finance,Houston,35,66500,6
Male,None,Houston,28,63379,4
Other,,Los Angeles,54,92689,31
,None,New York,,48150,19
Other,Marketing,Los Angeles,25,58976,2
,,Los Angeles,39,57004,11
Male,Engineering,Houston,22,62152,2
Other,Sales,Chicago,,48936,0
,Finance,New York,22,56970,2
None,Marketing,Chicago,52,,29
Female,,Houston,,62900,29
,Engineering,None,61,,32
Other,None,Los Angeles,36,46421,17
Female,Engineering,Houston,56,81819,28
Male,Finance,Houston,21,73111,0
Other,Sales,Chicago,,54550,14
None,Finance,None,63,58883,45
Male,Sales,Los Angeles,36,57798,11
Other,None,None,43,59459,21
None,Engineering,Phoenix,,36852,24
Male,Sales,Phoenix,24,40018,0
Male,Engineering,New York,,40237,30
Female,HR,,64,43328,36
Other,HR,Houston,50,73610,22
Other,Finance,New York,,32505,41
Female,HR,New York,43,79457,25
Other,HR,None,41,56077,
Male,Marketing,Houston,40,32494,21
,None,Los Angeles,55,41452,36
Female,Marketing,Phoenix,43,56577,20
Male,Marketing,,62,30615,
Female,Engineering,None,48,44775,23
Male,Finance,,23,32944,0
,Finance,,62,59532,41
Other,HR,Los Angeles,48,33181,28
Male,Finance,Houston,,27379,45
,HR,Houston,57,71962,39
Other,Finance,Phoenix,62,45424,37
Female,Sales,,62,44104,38
Male,Sales,,29,57069,1
Female,Finance,New York,,,15
Female,Engineering,Houston,43,37659,14
Male,HR,Chicago,20,40839,0
Other,Finance,,32,60776,3
Female,HR,Houston,55,35537,32
Male,Marketing,None,41,49458,16
Other,None,Houston,47,,24
Other,Engineering,Houston,61,,40
Other,,Los Angeles,53,68487,28
Female,Finance,Phoenix,61,34853,43
None,,Phoenix,44,,17
Female,None,Chicago,39,68691,21
Other,Sales,Chicago,19,41440,0
Female,,Phoenix,,78758,6
,Finance,Phoenix,,49193,11
Female,Finance,Phoenix,41,32560,13
Female,,Phoenix,47,65059,21
Other,HR,Houston,61,73777,
,Marketing,Chicago,63,31294,37
,,Los Angeles,18,56621,0
Other,Finance,New York,44,,15
,,Los Angeles,26,34677,8
,Marketing,None,24,36770,0
Other,HR,,22,,
None,Marketing,Chicago,47,69402,20
Male,Finance,New York,59,49086,40
Other,Marketing,Phoenix,44,56300,
Female,Finance,Houston,27,,9
Other,None,,42,48104,
Other,Sales,None,35,36977,13
,HR,Houston,24,22841,6
Other,Engineering,New York,,,24
Other,,None,49,66939,29
Other,Engineering,Chicago,62,12579,34
Female,Finance,Houston,28,66519,5
,Sales,New York,27,54930,8
Male,,Phoenix,39,47921,13
Female,Marketing,Chicago,48,42120,29
Male,Engineering,Phoenix,58,57183,39
Other,None,Chicago,64,70978,46
Male,Engineering,New York,31,53869,13
Other,HR,Phoenix,20,,0
Other,Marketing,Phoenix,41,90484,
Female,Sales,Los Angeles,,51292,7
,Sales,Houston,33,25424,12
Other,Sales,Phoenix,45,54917,23
None,,Chicago,,41174,
,Finance,,57,44704,35
Female,Marketing,New York,,,
Female,Marketing,Houston,,63166,30
Male,Sales,,35,23569,
None,Marketing,New York,24,24060,2
Other,Sales,Phoenix,,52116,29
Male,Finance,New York,59,64588,38
Other,HR,New York,24,16309,0
Male,Sales,Los Angeles,21,64694,0
None,,Chicago,60,86990,35
Other,HR,New York,33,67795,15
Female,None,Chicago,23,38103,2
Other,HR,Houston,37,59631,16
Female,Sales,,48,53494,29
,Finance,Phoenix,36,76727,16
Other,Engineering,New York,39,67028,14
Other,Sales,Chicago,38,36515,9
Male,Sales,New York,35,58807,10
None,Finance,Los Angeles,49,37694,31
,,Phoenix,64,65572,
Male,HR,Houston,,46193,30
Female,Engineering,None,44,49408,16
Male,None,Chicago,55,52541,32
None,HR,Houston,61,41732,41
Other,Sales,Chicago,47,51596,23
Female,Finance,Phoenix,50,,30
Male,Sales,New York,44,45782,19
Female,,Los Angeles,40,53290,17
Female,,Phoenix,60,38839,35
Female,Engineering,Phoenix,36,31541,12
Other,Finance,Houston,48,49488,19
None,Finance,Houston,21,65261,
,,,36,64772,14
Male,,New York,55,63830,35
Male,Sales,Phoenix,57,65148,36
Other,Engineering,Houston,39,52762,14
Female,HR,Phoenix,26,41776,4
Female,Finance,New York,48,46086,22
Male,None,Chicago,,48183,7
Other,,New York,27,40130,0
Female,,Phoenix,47,58894,27
,,Phoenix,27,40819,2
Male,HR,Los Angeles,53,22254,28
Male,HR,Phoenix,35,65879,6
None,Sales,Houston,61,57654,37
,,Los Angeles,60,24121,37
Female,Sales,Phoenix,36,40280,12
Female,Marketing,New York,60,48556,36
Female,,Phoenix,40,49953,17
Female,Finance,,21,81571,0
Other,,New York,,35611,7
Other,Finance,Phoenix,41,,19
Male,Marketing,New York,30,69072,7
Male,,Chicago,21,47251,0
None,Sales,Los Angeles,44,67600,16
Other,HR,Phoenix,55,46011,34
Female,,Chicago,56,68278,
Male,Marketing,New York,25,45837,0
Female,Engineering,New York,43,48125,17
Male,Engineering,None,51,34442,22
None,HR,Chicago,26,75919,7
,Finance,Chicago,27,38693,0
Male,Engineering,,18,30843,0
Male,HR,New York,25,74301,5
Female,HR,Houston,27,59883,1
Male,Finance,Phoenix,60,73766,42
Female,Engineering,,,39301,20
Other,Engineering,None,48,59077,28
Male,Engineering,Los Angeles,56,71001,36
Female,Sales,Los Angeles,,32861,2
,Engineering,,56,,31
Other,Marketing,Houston,55,43202,35
Other,Sales,None,,44101,31
Female,,Chicago,25,37683,3
Male,Sales,New York,,56393,
Male,Sales,,22,46436,0
Female,HR,Chicago,44,36118,25
Male,Marketing,Houston,62,,38
Female,Finance,,43,,20
Male,Engineering,,60,26492,32
Other,Sales,Los Angeles,43,39723,19
Male,Finance,Houston,28,27795,1
Female,HR,Los Angeles,51,40605,24
Female,Finance,,58,55280,38
None,None,,19,59288,0
Female,Marketing,Los Angeles,,,15
None,Finance,Los Angeles,43,40643,19
Male,None,None,,44658,3
Other,Sales,Los Angeles,26,56596,1
Female,Engineering,Houston,58,62941,33
Other,Engineering,Phoenix,40,47896,20
Male,Marketing,Phoenix,59,59631,41
None,Engineering,Chicago,22,41597,0
Female,Marketing,Houston,26,17763,8
,HR,Houston,27,63592,0
None,HR,New York,27,58452,8
Female,Engineering,Los Angeles,31,,6
Male,HR,Chicago,53,52623,26
Male,Finance,Phoenix,,67347,4
Male,Finance,New York,54,49873,31
Female,Finance,Houston,58,,40
Other,HR,Los Angeles,55,19544,36
Female,Finance,Phoenix,39,70081,17
Male,Marketing,New York,40,58899,20
Male,Sales,Houston,33,67039,14
,Engineering,Phoenix,28,72296,
None,Marketing,,64,71426,37
Male,Finance,Houston,52,28860,28
Male,None,Houston,37,46973,19
None,Engineering,Chicago,54,36723,26
None,Marketing,Phoenix,58,52449,
None,Engineering,,22,29678,2
Other,HR,New York,53,50644,26
,Finance,Los Angeles,30,,7
,Marketing,Chicago,34,44793,
Male,None,Houston,43,71876,15
Other,Sales,Los Angeles,61,,36
Male,Sales,Chicago,37,39610,8
Female,Sales,Phoenix,56,51888,35
Male,Engineering,Los Angeles,50,52730,25
Other,Finance,Chicago,47,54707,18
Male,,Houston,,38074,9
Female,None,Houston,24,40979,5
Male,Marketing,Chicago,47,51024,21
Other,Engineering,Phoenix,,64753,0
,Engineering,Chicago,29,39045,6
Female,Engineering,New York,60,47043,41
Other,HR,None,57,,37
Male,Finance,Chicago,18,43455,0
Male,Finance,Houston,20,,0
Male,Engineering,Phoenix,25,,0
Other,HR,Chicago,43,38207,15
Male,Engineering,Los Angeles,57,52575,35
None,Finance,,28,54074,1
Male,Marketing,Houston,38,23119,20
,HR,Chicago,22,31144,0
Other,HR,Los Angeles,57,57536,29
None,None,Chicago,,50907,14
Other,Marketing,,38,,20
Female,Finance,Houston,26,36056,0
Other,Sales,Los Angeles,34,28279,7
Female,Finance,Chicago,54,57181,31
Female,Finance,None,19,52508,0
Other,Marketing,,64,20891,46
None,HR,Los Angeles,57,48517,
Male,,Chicago,45,76714,17
Other,HR,Phoenix,44,58996,26
Other,Marketing,New York,57,36568,35
Female,Marketing,Houston,18,52502,0
Other,Engineering,Chicago,63,,35
Female,Sales,Chicago,28,74695,
Other,Marketing,New York,56,,27
Male,Marketing,Phoenix,35,69492,13
Male,,Houston,44,32095,22
Other,None,Phoenix,64,55007,
Female,,Houston,27,59676,1
Male,Engineering,New York,,67307,30
Female,Engineering,Chicago,,61525,
Other,Finance,Houston,,,
Other,Marketing,None,18,50017,0
Male,Sales,Los Angeles,31,57668,9
Other,Marketing,Los Angeles,37,66294,
Male,Engineering,New York,26,33041,0
Female,Sales,New York,62,35913,37
Male,,New York,44,28047,20
None,HR,None,21,49994,
Female,Marketing,Houston,54,54057,31
Male,Marketing,Phoenix,35,55317,16
Male,Sales,,,46012,28
Other,Sales,Phoenix,56,48303,30
,Marketing,Phoenix,27,,1
Male,,Los Angeles,26,46511,
Female,HR,Houston,45,22472,26
Female,,Los Angeles,45,35651,16
Male,Engineering,,30,58065,1
,Marketing,None,35,43331,6
Female,Finance,Los Angeles,29,42487,5
Male,Sales,Los Angeles,25,68994,7
Female,Finance,None,40,66129,
,None,New York,,39043,0
Other,HR,None,,72366,1
Other,Engineering,,32,47065,5
Male,HR,Phoenix,20,61998,2
,None,Houston,35,49481,10
Other,Sales,Phoenix,55,40402,
Male,Sales,Houston,43,62027,17
None,None,Houston,55,36467,
Male,Engineering,Los Angeles,50,47641,26
Other,Engineering,Phoenix,38,49957,17
Female,Finance,Houston,34,44218,6
Other,,Houston,60,29604,42
,Engineering,New York,19,57599,0
Male,Engineering,Houston,42,63809,19
None,,None,58,52463,40
Male,Marketing,Chicago,36,38589,15
Male,Sales,New York,,82514,30
None,Finance,Chicago,42,46533,13
Male,Marketing,,,46277,31
Female,,Chicago,,6121,0
Other,HR,None,20,31385,0
Other,Marketing,Chicago,51,67407,31
Other,Marketing,Phoenix,59,99393,35
Female,Sales,,27,69287,0
Other,HR,Phoenix,44,,19
None,None,Chicago,43,57141,
Female,Engineering,Phoenix,44,44166,22
None,Engineering,New York,,44625,0
Other,Sales,Chicago,61,30472,43
Female,Sales,Phoenix,37,57792,8
None,HR,Houston,42,30971,20
Other,Finance,None,27,15488,7
Male,Finance,New York,,,0
,None,Houston,33,11610,10
Female,Sales,Chicago,28,37879,0
Female,Engineering,Houston,21,58994,3
Other,Engineering,None,52,66976,30
None,HR,Chicago,30,59564,8
Female,None,Los Angeles,38,46538,
Other,None,Phoenix,32,41838,12
None,Finance,Chicago,27,36101,
Female,Sales,New York,55,72295,27
Other,HR,Phoenix,28,31119,10
Other,Engineering,Los Angeles,49,51863,22
Male,Sales,None,50,58902,32
Other,,,37,20219,9
Male,Marketing,Chicago,53,13769,34
Female,Engineering,New York,47,58869,26
Other,Engineering,Chicago,,28173,0
Other,Engineering,None,32,54643,6
,Finance,New York,46,,19
Female,,Houston,18,54014,0
Male,,,38,,10
Female,Engineering,Los Angeles,32,65074,5
,HR,None,20,56645,0
Other,Marketing,Houston,50,53367,31
Male,HR,Los Angeles,55,76092,37
None,Marketing,Chicago,36,,
Other,,New York,21,50785,0
Female,None,Chicago,29,63656,10
Female,Marketing,Chicago,42,10102,13
Other,HR,Houston,51,72873,24
Other,HR,Los Angeles,34,47506,11
Male,None,,23,56434,0
Female,Marketing,Los Angeles,,42602,0
Other,Finance,Houston,32,56603,4
Other,Sales,Phoenix,34,53981,5
Male,Sales,,18,33136,0
Male,Engineering,,31,43402,
Other,Marketing,New York,19,57542,0
Male,Marketing,Phoenix,21,72060,0
Other,Marketing,Phoenix,19,44360,
Female,Marketing,New York,43,30633,18
,Sales,New York,63,,39
Female,HR,Los Angeles,57,45485,35
Female,Finance,None,50,62038,22
Female,HR,Chicago,56,38813,
None,HR,Houston,23,29587,5
Female,Sales,,47,73540,22
,None,Los Angeles,,42899,19
Female,Marketing,Los Angeles,44,,26
Other,Sales,Los Angeles,36,39740,10
Female,Sales,Phoenix,27,71155,0
Female,Finance,Chicago,23,84399,0
,Engineering,Los Angeles,43,38154,15
None,,,59,47078,31
Female,HR,Los Angeles,20,54827,0
Male,HR,Phoenix,20,22053,0
Other,Marketing,New York,23,42337,0
Other,Sales,New York,27,78351,0
Other,Marketing,,55,45120,27
Other,Sales,New York,30,68956,9
None,Finance,None,55,48983,36
None,,Phoenix,29,18081,6
Female,Engineering,Chicago,63,64880,44
Female,HR,,44,44775,26
Female,None,None,,,1
None,,Houston,22,53031,0
Male,Marketing,Los Angeles,53,50095,30
Female,Finance,Houston,55,57065,
Other,Engineering,Houston,60,55698,41
Female,,Chicago,47,23987,
Female,,Phoenix,54,65912,36
,Sales,New York,46,49505,27
Female,Sales,New York,39,50406,10
Female,Finance,Los Angeles,31,56272,9
Female,Engineering,New York,27,63561,5
Male,Engineering,Chicago,28,,
,Engineering,,52,59987,30
Other,None,Los Angeles,40,23809,12
Other,Finance,New York,25,48935,2
Female,,Phoenix,38,,19
Female,HR,Houston,54,52688,32
Female,None,Houston,45,,20
,Sales,Houston,48,,30
Other,Finance,Phoenix,45,29551,17
Male,Marketing,Chicago,59,50151,
Male,Engineering,Los Angeles,44,,20
Male,Engineering,None,57,43003,32
Other,Engineering,Los Angeles,38,49654,10
Male,Engineering,Chicago,26,82123,4
,Sales,Phoenix,46,55437,25
Female,Finance,None,32,72675,14
Other,HR,Chicago,50,42950,24
Male,Sales,,54,61584,35
Female,Finance,Phoenix,64,37838,36
Other,HR,Chicago,53,36919,31
,None,Chicago,45,23277,21
Female,Finance,Phoenix,27,34009,2
Male,Engineering,Houston,40,50839,12
Other,Finance,Houston,,73190,18
Male,Marketing,Chicago,51,48253,30
Other,Engineering,Los Angeles,22,53482,0
Male,,Chicago,35,67184,17
None,Engineering,Phoenix,23,45145,0
Other,Sales,Phoenix,59,35358,30
Other,HR,Phoenix,64,37068,37
None,None,Houston,40,66819,12
Male,,New York,45,52167,17
Male,Sales,Phoenix,58,52169,32
Female,Sales,Phoenix,30,36629,12
Other,,,,70149,24
Other,,Los Angeles,24,77709,0
Male,Engineering,Chicago,19,52598,0
Male,Finance,Chicago,33,63772,11
Female,Sales,,19,40327,0
Female,,Phoenix,53,69116,30
Male,Marketing,Los Angeles,,58633,0
Other,HR,Chicago,55,31544,36
Female,Sales,Los Angeles,27,56781,5
Male,Engineering,Phoenix,31,,10
Male,Marketing,,44,52724,24
Other,HR,Chicago,32,57627,10
Male,,Phoenix,38,49297,14
Male,Sales,Phoenix,,47249,1
Female,HR,Los Angeles,60,53746,40
Male,Finance,New York,50,44754,30
,HR,None,57,40282,34
,Engineering,Chicago,39,66655,
Other,Finance,New York,55,41398,35
Other,,None,61,47587,
Female,Engineering,New York,35,42804,8
Female,Finance,Phoenix,61,36944,42
Other,Sales,,19,,0
Other,HR,,46,,25
Other,HR,,24,55959,2
None,Engineering,Phoenix,48,,21
Other,Sales,Chicago,58,,32
Female,Finance,Chicago,35,47443,14
Male,HR,None,26,57387,0
Other,HR,Chicago,25,54246,0
Other,HR,None,50,58829,28
Male,HR,Los Angeles,22,76154,2
Male,Marketing,New York,31,21997,7
Male,Engineering,,30,51218,5
,Finance,Chicago,28,,2
Male,Finance,Phoenix,37,39130,11
Male,Engineering,None,40,35718,17
Female,,Houston,62,45617,36
Male,Engineering,None,44,66832,24
Male,HR,Houston,32,44331,13
Female,,,47,55188,25
Male,Engineering,Los Angeles,33,63451,9
Other,Engineering,Phoenix,62,37225,34
Other,,Houston,57,38035,33
Male,Finance,New York,35,50004,7
,Marketing,Los Angeles,64,22973,41
Other,Marketing,,59,80138,39
Female,HR,Los Angeles,,50084,17
Other,Marketing,Los Angeles,,58393,35
Male,None,Chicago,55,47068,35
Female,Sales,Phoenix,25,59541,6
Female,Engineering,,56,47385,35
Female,Finance,Los Angeles,46,58374,21
Other,Marketing,New York,,69450,9
Other,None,New York,,16967,12
None,,Houston,36,59994,
Male,Marketing,Chicago,53,42059,35
Other,HR,,50,33429,29
Male,Sales,Phoenix,,28346,0
Female,Engineering,Houston,56,51464,34
Female,Engineering,Phoenix,45,54229,27
Male,HR,Phoenix,43,40613,17
Other,HR,New York,60,31125,38
Male,Engineering,Phoenix,38,51720,12
Female,,Phoenix,,51041,16
Female,Sales,Houston,38,59019,16
Male,Marketing,Houston,28,60310,2
Other,Sales,Los Angeles,59,67468,37
Other,Engineering,Phoenix,56,60109,29
None,Marketing,Phoenix,33,25517,
Male,,Phoenix,50,49860,28
Other,Sales,New York,,65000,26
Female,Sales,Phoenix,18,62720,0
Male,Sales,New York,61,86446,39
Other,Marketing,Los Angeles,33,63337,11
,Finance,Chicago,22,29798,0
Female,Finance,Phoenix,63,26297,40
Female,Engineering,Houston,35,50839,
Female,Marketing,Houston,58,52263,29
Female,HR,Phoenix,,41774,26
Female,Finance,New York,61,61521,43
Male,Marketing,,42,12286,15
None,None,Houston,59,43040,31
Male,Finance,Los Angeles,51,15756,31
Male,Marketing,None,32,38719,9
Male,Marketing,,,44791,3
,None,Houston,21,,0
Male,Sales,Houston,,31672,20
Female,,Phoenix,58,47950,31
Female,HR,None,30,42140,4
Other,Engineering,New York,59,48171,31
Male,Sales,Houston,63,44178,44
Other,Sales,Phoenix,42,46198,18
Female,Marketing,Phoenix,20,40224,0
Female,Engineering,Los Angeles,52,55546,27
Female,Sales,Los Angeles,26,66535,8
Male,Engineering,Los Angeles,31,50627,13
Male,Sales,Chicago,,80124,10
Female,HR,Phoenix,26,51178,7
Other,,Los Angeles,41,62090,23
Other,None,,40,38603,15
Female,Marketing,Houston,,,30
Other,None,Los Angeles,62,45344,
None,Finance,,32,31660,
Other,Engineering,New York,53,38473,25
Female,,Los Angeles,31,55360,5
Other,HR,None,37,69258,19
Male,HR,Los Angeles,56,,38
Female,Sales,New York,,55043,34
Female,HR,,44,37132,20
Other,Engineering,Houston,34,57282,
Female,Marketing,,43,40512,14
Female,,New York,58,32415,40
Female,Engineering,New York,21,36512,1
Male,Sales,Chicago,20,,0
Male,Sales,Houston,36,41900,11
Other,Marketing,Chicago,58,54313,29
,Marketing,New York,57,44333,33
Other,Engineering,Chicago,56,54167,31
Male,Marketing,None,24,45333,
Other,Marketing,Chicago,53,49273,
Male,Sales,Phoenix,36,35286,11
Male,Engineering,New York,29,71528,7
Other,Marketing,,37,25541,11
Female,Engineering,Houston,55,,28
,HR,,29,57107,1
Male,Sales,Houston,46,26559,28
Other,Sales,Chicago,47,51484,23
Female,Sales,Phoenix,37,53335,14
None,Finance,None,21,72389,0
Female,Engineering,Phoenix,19,29766,0
Other,HR,,,29784,46
Male,,Los Angeles,47,55172,
Other,HR,Chicago,40,52899,21
Female,Engineering,,23,72008,1
Male,Sales,,35,35027,11
,Finance,Chicago,39,,13
Female,Engineering,Los Angeles,54,78052,33
,Engineering,Phoenix,21,49316,0
Other,Marketing,Los Angeles,60,38818,32
Female,None,Phoenix,28,60586,
None,None,New York,58,19237,29
Other,Marketing,Chicago,52,55674,29
Male,Finance,New York,28,,2
Male,None,Phoenix,51,42468,23
Female,Sales,Houston,26,69430,8
Male,Finance,Chicago,48,56437,19
Female,None,,59,33083,38
Other,Engineering,Phoenix,49,50771,27
None,HR,New York,60,51755,
Female,Engineering,,,46068,
Other,,Phoenix,28,35595,0
None,,Los Angeles,34,53401,9
Other,,None,53,60512,24
None,Marketing,Chicago,19,,0
Female,None,Houston,41,39307,18
Female,Engineering,,63,47633,39
Other,Engineering,Phoenix,,16878,9
Other,Finance,Phoenix,45,73975,24
Male,None,Phoenix,20,,0
Male,Marketing,New York,46,42197,25
Other,Marketing,,62,30282,36
None,Engineering,Los Angeles,30,62913,12
Female,Marketing,Houston,39,65421,10
Female,Marketing,Phoenix,48,41454,22
Female,Engineering,,24,32932,0
None,None,Chicago,43,50306,22
None,Engineering,Chicago,48,45059,28
Other,Sales,New York,55,,
Female,Engineering,New York,55,48030,33
Other,Sales,New York,21,46962,1
Male,Engineering,None,52,60056,34
Other,Sales,New York,50,26360,25
Other,Sales,Phoenix,,45330,
Other,Engineering,New York,36,52882,13
Other,Marketing,None,26,43583,
Other,,New York,63,54210,40
Male,Marketing,New York,36,53324,13
Male,None,,,63186,13
Other,Engineering,None,43,45884,16
Female,Engineering,Phoenix,30,19509,2
Other,Engineering,New York,39,26786,10
Other,,Phoenix,25,56953,0
Other,HR,Chicago,,,20
Female,None,Los Angeles,43,46611,24
Female,Sales,Los Angeles,58,47700,33
Female,HR,Phoenix,58,40279,35
Male,Marketing,Houston,20,40331,0
Female,None,Phoenix,24,41794,
Male,Finance,Phoenix,19,45811,0
Male,Engineering,New York,50,51830,
Female,None,Houston,29,48850,
Female,Marketing,,29,45087,10
,Engineering,Chicago,27,60435,6
Male,,Los Angeles,,63036,34
Other,,Chicago,44,70080,19
Female,Finance,Chicago,35,47172,15
Female,Marketing,,21,42192,3
Female,,Houston,57,49045,30
,HR,Houston,,,22
None,Sales,,,49762,11
Other,Engineering,,53,56105,25
Female,Sales,New York,47,51597,23
Male,,Phoenix,38,47577,9
Other,Sales,Phoenix,40,59579,22
Female,Engineering,New York,38,75146,18
None,Finance,Phoenix,25,39384,0
Female,Finance,Chicago,56,,34
Female,Finance,Los Angeles,,47140,2
Male,Finance,Phoenix,57,37341,35
Male,Sales,Los Angeles,39,39206,11
Male,Engineering,New York,24,43903,3
Female,None,Phoenix,41,,16
Female,Sales,Los Angeles,22,64297,2
Other,Engineering,Chicago,43,36601,18
Female,None,Chicago,27,58168,4
None,Finance,New York,28,35438,7
Female,None,Houston,57,40605,30
Other,Sales,Phoenix,55,69694,27
Other,Finance,Chicago,28,79751,8
Male,Marketing,Chicago,47,,20
,Engineering,,21,50461,0
Other,Finance,Chicago,19,56114,
Other,Marketing,Phoenix,30,45881,11
Other,Sales,New York,56,52109,33
Male,Sales,Los Angeles,34,43915,16
Other,Marketing,New York,40,59411,13
Other,,Phoenix,62,44873,37
Male,Engineering,Phoenix,27,58389,5
Female,None,,30,64781,6
Female,Marketing,None,59,62673,30
None,HR,None,56,47240,27
Female,HR,Phoenix,59,16146,35
Female,Marketing,Los Angeles,46,57348,
,Engineering,None,33,28314,6
Female,Sales,New York,20,,0
Other,HR,Phoenix,53,55740,31
Female,Marketing,Chicago,21,46890,2
Female,,Los Angeles,,51002,33
Male,Finance,,33,71821,13
None,Marketing,Houston,58,69431,36
Male,Engineering,None,23,44728,4
Male,HR,Houston,,21655,31
Other,Finance,Phoenix,45,73564,27
Female,HR,None,53,26329,
Male,HR,New York,40,51368,13
,Engineering,None,29,,9
Female,Marketing,Phoenix,,,31
Other,Engineering,Los Angeles,48,69489,28
Male,None,,29,50909,0
Female,Finance,Phoenix,,42429,22
Female,,Chicago,42,,
Other,Engineering,Houston,46,29554,23
Female,Sales,Los Angeles,36,,7
None,Engineering,Los Angeles,,46826,13
Male,Sales,,41,58146,14
Male,Marketing,,50,70795,23
Other,Marketing,New York,53,66219,25
,None,New York,62,63809,43
Female,None,Houston,57,,35
Female,Marketing,Phoenix,63,58837,
Male,HR,New York,33,51162,10
Female,Engineering,Chicago,19,34998,1
Male,,Phoenix,25,,
,Marketing,Houston,30,25362,4
None,HR,Los Angeles,47,42169,20
,Engineering,Phoenix,18,50973,0
Other,Engineering,,29,50895,3
Other,Marketing,Chicago,24,40561,0
Male,HR,Houston,31,24143,2
Male,Sales,Los Angeles,59,,34
Female,Marketing,Chicago,52,46173,26
None,Engineering,Los Angeles,45,,19
Other,None,Houston,29,60382,4
,Engineering,Phoenix,57,45382,37
Male,,None,41,44228,17
Male,Finance,Houston,18,40402,0
Male,Finance,Chicago,34,48945,9
None,,Phoenix,55,64015,31
Male,HR,Los Angeles,,34292,16
,Marketing,Phoenix,50,20569,24
Other,Engineering,Phoenix,41,53138,16
Male,HR,Chicago,64,67635,44
None,,New York,62,54592,40
Male,,Phoenix,23,35128,3
,HR,Phoenix,38,48421,10
Male,,New York,62,50833,33
Other,,New York,21,60736,0
Other,HR,Los Angeles,50,36982,32
Male,Marketing,Los Angeles,27,73603,3
Male,Sales,New York,53,43806,27
Female,Engineering,Houston,30,40109,10
Other,Engineering,New York,53,54322,29
Female,Finance,None,26,29093,2
,Finance,Chicago,48,80859,20
,Sales,Chicago,21,56989,2
Female,Engineering,Phoenix,37,45825,15
Female,None,Chicago,25,35219,0
Female,HR,Los Angeles,44,,20
Male,Marketing,Chicago,53,64580,34
Male,Finance,None,,44262,0
Male,Sales,New York,60,38674,
Other,Engineering,New York,41,60564,22
Male,None,,54,34258,26
Other,Marketing,Phoenix,58,,35
Female,Marketing,New York,57,56178,38
Female,Sales,None,47,55759,20
Male,Finance,Houston,43,56471,25
Female,Finance,Phoenix,21,35741,
Male,Engineering,None,18,47183,0
Other,Engineering,Phoenix,37,46226,19
Female,HR,New York,45,52062,22
Male,HR,,62,23011,41
Female,Engineering,Los Angeles,41,29013,22
Female,HR,None,45,82406,16
Male,Sales,Houston,45,60882,21
Female,Finance,Chicago,22,46807,0
Female,HR,Los Angeles,49,51139,24
Female,HR,Los Angeles,47,80270,18
Female,Sales,Chicago,38,21889,9
Other,Marketing,New York,59,51710,35
Female,Engineering,Los Angeles,33,44877,15
,Sales,Phoenix,25,68639,5
Male,Marketing,Houston,29,58607,11
Other,Sales,Houston,,82462,30
Male,None,Los Angeles,42,62214,24
Male,,Phoenix,20,43364,0
Male,None,Chicago,43,46469,17
Other,Finance,Houston,53,60272,29
Male,Engineering,Phoenix,34,71792,8
Male,Marketing,Phoenix,44,,19
,HR,New York,39,53839,12
,Engineering,Los Angeles,62,20609,43
Male,Sales,Phoenix,55,45603,37
Other,,Chicago,52,75883,30
Other,Finance,Houston,63,72782,39
Female,Engineering,New York,24,61239,5
Other,Marketing,Chicago,20,76687,0
Other,Engineering,Houston,23,46075,0
Female,Engineering,Los Angeles,,,4
Male,HR,Chicago,63,45804,40
Female,Finance,Houston,32,59818,8
Male,Finance,New York,43,93796,
Male,Engineering,Houston,50,55500,21
None,Finance,None,32,32884,
,None,New York,56,33453,31
Other,HR,Chicago,58,36933,32
,Marketing,Los Angeles,64,37824,35
Male,Finance,New York,31,36489,4
Other,Marketing,,36,53284,17
Female,Sales,New York,45,28601,21
Other,None,Houston,,57349,22
Other,Engineering,Phoenix,58,,34
Male,HR,Los Angeles,50,40684,22
Female,Sales,Los Angeles,29,,3
Other,None,None,27,59983,6
Male,Finance,,24,,0
Other,,Houston,63,51653,41
Female,HR,Phoenix,18,35783,0
None,Engineering,Phoenix,32,51616,3
Other,,Chicago,18,47651,0
Male,Marketing,Houston,62,,42
Other,Sales,New York,37,35127,10
Male,Finance,Los Angeles,19,27230,1
Female,,Houston,20,19759,0
Other,Engineering,Phoenix,53,,31
Female,,New York,33,22663,7
None,HR,,46,65369,28
Other,Finance,None,61,53766,38
Male,,New York,,50598,
Female,Finance,New York,61,44858,42
Female,Marketing,Phoenix,56,21299,
Other,Sales,,20,55775,0
Other,Finance,Los Angeles,54,53395,
Other,Sales,Los Angeles,,50687,38
Other,Finance,Chicago,29,38479,11
,Engineering,,37,39617,15
Other,Marketing,Chicago,40,57846,13
Male,Marketing,Phoenix,39,38488,20
Female,Sales,Houston,49,65943,31
Male,Engineering,Phoenix,24,73992,0
Male,None,Houston,39,66783,13
